Coding System,CVX Code,NZVX Code,GP Code,CVX Short Description,vaccine status,VG_Name,Sequence RXA-2,Indication RXA-19 ,Uncertain formulation CVX,ScheduleCode,Name,Simple Description,Detailed Description,Common Responses,Rare Responses,More Information,,,,
GP Codes,,,HPV9 - Dose 2,HPV9 - Dose 2,,,,,,,Human Papilloma Virus (HPV),Protects against nine types of human papillomavirus.,"GARDASIL 9 is a vaccine that helps protect against disease caused by the following types of Human Papillomavirus (HPV): 6,11,16,18,31,33,45,52 and 58.
In girls and women 9 through 45 years of age, it helps prevent: 
? cervical (the lower end of the uterus or womb), vulvar (the outside of the female genitals), vaginal, and anal cancers
? abnormal and precancerous (changes in cells which have a risk of turning into cancer) cervical, vaginal, vulvar and anal lesions
? genital warts and
? HPV infection
In boys and men 9 through 26 years of age, GARDASIL 9 helps prevent
? Anal cancer and precancerous anal lesions
? External genital lesions, including genital warts and
? HPV infection
GARDASIL 9, helps prevent, but does not treat these diseases.
You cannot get HPV or any of these diseases from GARDASIL 9.
What is Human Papillomavirus?
HPV is a common virus. Of the many different types of HPV, some are harmless and others can cause diseases of the genital areas. While most people clear the virus, those who do not can develop disease, including cervical cancer, some vaginal, vulval and anal cancers and genital warts.
Who is at risk for HPV and why is vaccination with GARDASIL 9 important?
Without vaccination, it is estimated that the majority of people who have ever had sex will become infected with HPV
during their lifetime. A male or female of any age who has taken part in any kind of sexual activity that involves genital contact is at risk.
Most people who have HPV may not show any signs or symptoms.
This means that they can pass on the virus to others without knowing it.
What are cervical cancer and precancerous lesions?
Cancer of the cervix is a serious and sometimes life-threatening disease. It begins when a female catches certain types of HPV.
These HPV types can cause the cells in the lining of the cervix to change from normal to abnormal or precancerous lesions. These lesions are usually detected through the cervical screening program. If these lesions are not treated, they can turn cancerous. You or your child cannot get cervical cancer without first having a HPV infection.
What are vulvar and vaginal cancers?
Many vulvar and vaginal cancers are caused by HPV. There are no routine screening tests for these cancers.
What are anal cancer and precancerous lesions? HPV infection is strongly linked to anal cancer and pre-cancerous anal
lesions. There are no routine screening tests for anal cancer.
What are genital warts?
Genital warts are caused by certain types of HPV. They commonly appear as skincoloured, irregular growths. They
are found on the inside or outside of the genitals in both males and females. They can hurt, itch, bleed, and cause discomfort.
Sometimes they can come back after treatment. GARDASIL 9 only protects against diseases caused by the nine types covered by the vaccine. GARDASIL 9 works best when given before you or your child has become infected with HPV, but may also be of benefit if you or your child have had a previous infection. Talk with your doctor or pharmacist for more information.
The GARDASIL 9 vaccine:
? does not remove the need for cervical cancer screening; women should still get routine cervical cancer screening
? does not protect against disease that is caused by other types of HPV, otherviruses or bacteria
? does not protect you or your child from HPV types that you may already have (but most people do not have all types contained in the vaccine).","Fainting – more common in adolescent girls.
Mild pain, redness and swelling around injection site","Severe pain and swelling at injection site
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/gardasil-9,,,,
NZVX ,,99006,,Influenza ,,,1 to 99 ,1,,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
NZVX ,,99006,,Influenza ,,,1 to 99 ,2,,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
NZVX ,,99006,,Influenza ,,,1 to 99 ,3,,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
NZVX ,,99006,,Influenza ,,,1 to 99 ,16,,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,160,,,"Influenza A monovalent (H5N1), ADJUVANTED-2013",Active,H5N1 flu,,,123,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,151,,,"influenza nasal, unspecified formulation",Inactive,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
GP Codes,,,Influenza Vaccine,Influenza Vaccine,,,,,,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,123,,,"influenza, H5N1-1203",Inactive,H5N1 flu,,,123,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,135,,,"Influenza, high dose seasonal",Active,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,153,,,"Influenza, injectable, MDCK, preservative free",Inactive,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,171,,,"Influenza, injectable, MDCK, preservative free, quadrivalent",Active,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,186,,,"Influenza, injectable, MDCK, quadrivalent, preservative",Active,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,158,,,"influenza, injectable, quadrivalent",Active,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,150,,,"influenza, injectable, quadrivalent, preservative free",Active,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,161,,,"Influenza, injectable,quadrivalent, preservative free, pediatric",Active,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,166,,,"influenza, intradermal, quadrivalent, preservative free",Active,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
CVX,111,,,"influenza, live, intranasal",Inactive,FLU,,,88,Influenza,Influenza (Flu),Protects against some types of influenza.,"Annual influenza immunisation is recommended to provide protection from the predominant circulating influenza strains. The vaccine should be given before the influenza season in New Zealand.

The World Health Organization monitors influenza illness throughout the year and make recommendations on which three influenza types are likely to cause the most illness in the northern and in the southern hemisphere during their respective influenza seasons. Vaccine ingredients are specific to the brand of influenza vaccine they are associated with and may vary to year. Specific information on ingredients in the vaccines use each season can be found on the individual vaccine datasheets.

Influenza immunisation is recommended and offered free to:

Pregnant women (any trimester)
People aged 65 years or older
People aged under 65 years with a medical condition that increases their risk of developing complications from influenza, and the condition is specified in the Influenza Immunisation Programme eligibility criteria.
Children aged 4 years or under who have been hospitalised for respiratory illness or who have a history of significant respiratory illness.
Please note: From 1 April 2019, PHARMAC removed the influenza vaccine eligibility criteria for people under 18 years of age living in Seddon, Kaikoura and Hurunui areas.
The standard eligibility criteria for people aged 6 months to under 18 years continues to apply in these regions.
Healthy children and non-pregnant healthy adults under the age of 65 years can purchase the influenza vaccine through their family doctor.

Some employers fund influenza vaccinations for their employees.","Responses are more common in children not previously exposed to the vaccine or virus than in adults.

Mild pain, redness and swelling around injection site
Unwell or tired
Fever
Muscle pain","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/influenza-vaccines,,,,
